1996 Item,Predicted HS Code,Confidence Score
"Crabmeat, prepared or preserved, other than in airtight containers",16051040,1.0
"Hooks, eyes, and eyelets of base metal, of a kind used for clothing, footwear, awnings, handbags, travel goods, or other made up articles",83081000,0.9765728712081909
Missing description,70200060,0.3560498356819153
"Synthetic organic tanning substances, nonaromatic",32021050,1.0
Other,9030000,0.3508177697658539
Other,9030000,0.3508177697658539
"Soap; organic surface-active products used as soap, in bars, cakes, pieces; soap impregnated paper, wadding, felt, not for toilet use",34011900,0.9958580136299133
Stilton cheese described in additional U.S. note 24 to this chapter and entered pursuant to its provisions,4063005,0.7792700529098511
"Fiberboard of a density exceeding 0.5 but not exceeding 0.8 g/cm3, not mechanically worked or surface covered",44119210,0.9873042702674866
"Printed books, brochures, leaflets and similar printed matter in single sheets, whether or not folded",49011000,1.0
"Footwear with outer soles of rubber or plastics, nesi, having uppers of which over 50% of the external surface area is leather",64039130,0.8653976917266846
Self-propelled graders and levelers,84292000,1.0
"Apple juice, unfermented and not containing added spirit",20091100,0.8030822277069092
"Essential oils of mints, other than peppermint",33012500,1.0
Copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver),74082210,0.9516606330871582
"Densified wood, in blocks, plates, strips or profile shapes",44130000,1.0000001192092896
"One-handed secateurs, pruners and shears, (including poultry shears), and parts thereof, of base metal",82015000,0.9830212593078613
Spherical roller bearings,84823000,1.0
1/ Valued 50¢/kg or more,99129527,0.5548220872879028
"Other woven fabrics of cotton, nesi, weighing more than 200 g/m2, bleached",52122260,0.9536571502685547
Described in general note 15 of the tariff schedule and entered pursant to its provisions,99122105,0.5091485977172852
Paints and varnishes (including enamels and lacquers) based on acrylic or vinyl polymers in a nonaqueous medium,32082000,1.0
Flat-rolled products of iron or nonalloy steel plated or coated with chromium oxides or with chromium and chromium oxides,72105000,0.8549368977546692
"Machine tools operated by electro-discharge processes, for working metal",84563010,0.9999999403953552
"Cowpeas (other than black-eye peas), uncooked or cooked by steaming or boiling in water, frozen, not reduced in size",7102220,1.0
Nativity scenes and figures thereof,95051030,0.7383163571357727
"Parts of articles provided for in subheadings 9608.10, 9608.31, and 9608.39 (other than balls for ball point pens)",96089940,0.7008113861083984
1/ If entered during the period,8084020,0.39225533604621887
Forks with silver handles,71141120,0.8386297225952148
Missing description,70200060,0.3560498356819153
Basic black 7 and other specified basic dyes and preparations based thereon,32041310,1.0000001192092896
Pesticides made of halogenated derivatives of aromatic hydrocarbons,29039930,0.9804116487503052
1/ Valued 55¢/kg or more,99129527,0.5505157709121704
"Glassware used for toilet, office, indoor decoration or similar purposes nesi, valued over $5 each, cut or engraved",70139970,0.9484969973564148
"Drawing paper, weighing over 150 g/m2, cont. n/o 10% by weight total fiber content obtained by mechanical process, in rolls or sheets",48025520,0.8656468391418457
"Hats and other headgear, plaited or assembled of strips of vegetable fibers, of unspun fibrous vegetable materials, and/or paper yarn, sewed",65040060,0.8992420434951782
Other,9030000,0.3508177697658539
"Gloves, mittens and mitts, knitted or crocheted, of cotton, with fourchettes",61169954,0.9229819774627686
"Women's or girls' trousers, breeches and shorts, not knitted or crocheted, of synthetic fibers, nesi, water resistant",62046375,0.9528543949127197
"Aromatic esters of other inorganic acids (excluding hydrogen halides) their salts and their derivatives, nesi",29209020,0.9564815759658813
Inositols,29061310,1.0000001192092896
"Hollow bars, seamless, of iron or nonalloy steel, nesi, of circular cross section, cold-drawn or cold-rolled",73043130,0.9149362444877625
Described in additional U.S note 6 to this chapter and entered pursuant to its provisions,98220530,0.5446994304656982
"1/ Track suit shirts, of cotton (provided for",61121100,0.7569952607154846
Electronic calculators capable of operation without an external source of power,84701000,0.7935938239097595
India ink drawing pens,32159010,0.775657594203949
"Lettuce, other than head lettuce, fresh or chilled, if entered Nov. 1 through May 30, inclusive, in any year",7051940,1.0000001192092896
Missing description,70200060,0.3560498356819153
Missing description,70200060,0.3560498356819153
Fastener fabric tapes,58061024,0.7689419388771057
In airtight containers,16025021,0.5934033989906311
Acid violet 19,32041213,1.0
Other,9030000,0.3508177697658539
Haymaking machinery other than mowers,84333000,1.0000001192092896
"Imitation gemstones, of plastics",39269040,1.0
"Animal feeds containing egg, other than mixed feeds or mixed feed ingredients, not containing milk or milk derivatives",23099060,1.0
Mules and hinnies imported for immediate slaughter,1019030,1.0
"Witloof chicory, fresh or chilled",7052100,1.0000001192092896
1/ Other.......................... 1/ 67% (MX),99040408,0.4928247034549713
"Image projectors, other than cinematographic, except slide projectors and microfilm, microfiche or other microform readers",90085040,0.9503051042556763
Powders of tungsten,81011000,0.9529881477355957
Other,9030000,0.3508177697658539
1/ Subject to the quantitative,62082910,0.3602848947048187
Of vinyon,72029200,0.3866003751754761
"Odoriferous or flavoring compounds of aromatic esters of acetic acid, other than benzyl acetate",29153920,1.0000001192092896
1/ Valued 40¢/kg or more,99129539,0.5582880973815918
"Bleached plain weave fabrics of cotton, 85% or more cotton by weight, weighing more than 200 g/m2",52092100,1.0
Essential oils of lemon,33011300,1.0
"Ethoxyquin (1,2-Dihydro-6-ethoxy-2,2,4-trimethylquinoline)",29334910,1.0
"Men's or boys' suit-type jackets and blazers, not knitted or crocheted, of synthetic fibers, nesi",61033320,0.9673097133636475
Missing description,70200060,0.3560498356819153
1/ Valued not over 74.8¢/kg....... 1/ 49.2¢/kg (MX),99041810,0.5371796488761902
"1/ Methylamine, whether or not in solution",29211100,0.5730017423629761
Colloidal or semi-colloidal graphite,38012000,1.0
"Pepper of the genus Piper, crushed or ground",9041200,1.0000001192092896
"Unwrought gold bullion and dore, nonmonetary",71081250,0.8678077459335327
Described in general note 15 of the tariff schedule and entered pursant to its provisions,99122105,0.5091485977172852
"Vermiculite, perlite and chlorites, unexpanded",25301000,1.0
"Gloves, mittens and mitts, nesi, knitted or crocheted, of synthetic fibers, containing 23 % or more of wool or fine animal hair, without fourchettes",61169100,0.9038755893707275
"Chemical elements doped for use in electronics, in the form of discs, wafers etc., chemical compounds doped for electronic use",38180000,1.0000001192092896
Footwear with outer soles of leather and uppers of leather straps across the instep and around the big toe,64032000,0.9144478440284729
Semifinished products of alloy steel other than of stainless steel,72249000,0.9216991662979126
"Ceramic household table and kitchenware, in specified sets as listed in add. note 8(b), valued over $38, not of porcelain or china",69120039,0.866879940032959
"Apricots, other than pulp, otherwise prepared or preserved, nesi",20085040,0.9682317972183228
"Vegetable seeds, nesi, of a kind used for sowing",12099180,0.9356498122215271
1/ Valued 40¢/liter or more,22084060,0.5802808403968811
"Pineapple juice, not concentrated or not in concentration greater than 3.5 degrees, unfermented and not containing added spirit",20094920,0.8316473960876465
"Unwrought titanium nesi, and titanium powders",81082000,0.8562074899673462
Missing description,70200060,0.3560498356819153
1/ Valued not over 47.7¢/kg....... 1/ 30.5¢/kg (MX),99129542,0.5592993497848511
Parts of clock cases and cases of a similar type for other goods of chapter 91,91129000,1.0
Other,9030000,0.3508177697658539
"Women's or girls' blouses and shirts, not knitted or crocheted, of manmade fibers, certified hand-loomed and folklore products",62064010,1.0
Petroleum bitumen,27132000,1.0
"Women's or girls' blouses and shirts, not knitted or crocheted, of wool or fine animal hair, certified hand-loomed and folklore products",62062010,1.0
"Tar distilled from coal, lignite, or peat; other mineral tars, including reconstituted tar",27060000,0.8774427175521851
Other,9030000,0.3508177697658539
"Switch blades, crossing frogs, point rods and other crossing pieces of iron or steel, for jointing or fixing rails",73023000,0.9704121351242065
Missing description,70200060,0.3560498356819153
Aniline salts,29214120,0.9999999403953552
Pseudocumene,29029010,1.0000001192092896
1/ Valued $3.20/kg or more,99041209,0.5868430137634277
Missing description,70200060,0.3560498356819153
"Parts for machinery of heading 8433, nesi",84339050,0.9578473567962646
"Vegetables nesi, uncooked or cooked by steaming or boiling in water, frozen, not reduced in size",7108070,0.9411118626594543
"With straps, bands or bracelets entered with watches of subheading 9101.29.90 and classifiable therewith pursuant to additional US note 2 to this chapter; of textile material or base metal, gold or si",91012970,0.831407904624939
"Deciduous veneer strips and sheets, not over 6 mm thick",44089001,0.6960115432739258
Described in general note 15 of the tariff schedule and entered pursant to its provisions,99122105,0.5091485977172852
Goods described in additional U.S. note 4(a) to section XI.,99990062,0.7274043560028076
1/ Valued 90¢/kg or more,99129528,0.5388814806938171
1/ Valued $2.40/kg or more,99041211,0.5778895616531372
Missing description,70200060,0.3560498356819153
Work holders for machine tools used in cutting gears,84662010,1.0000001192092896
Other,9030000,0.3508177697658539
"Tubes and pipes of refined copper, other than seamless",74111010,0.9687572121620178
Missing description,70200060,0.3560498356819153
Missing description,70200060,0.3560498356819153
Torque converters,84834010,0.9999998807907104
"Aromatic alcohol, ether and ketone peroxides and their halogenated, sulfonated, nitrated, nitrosated derivatives, in add. US note 3 sec. VI",29096010,1.0
"Parts of furniture (other than seats) of reinforced or laminated plastics, other than those of heading 9402",94039930,0.9277589321136475
"Mirrors and reflectors used in medical, surgical, dental or veterinary sciences, and parts and accessories thereof",90189010,1.0
"Herbicides, antisprouting products and plant-growth regulators, nesi, containing an inorganic substance, for retail sale",38089320,0.9522147178649902
"Narrow woven fabrics not pile, nonelastic, other than goods of heading 5807, of textile materials not pile, nonelastic",58063930,0.8234908580780029
"Fish sticks and similar products of any size or shape, if breaded, coated with batter or similarly prepared, not cooked nor in oil",16042040,1.0000001192092896
"Photographic dry plates, nesi, sensitized, unexposed, of any material other than paper, paperboard or textiles",37019930,0.9762043356895447
"Distillate and residual fuel oils (including blends) derived from bituminous minerals, testing under 25 degrees A.P.I.",27101906,0.9598989486694336
"Speed changers other than fixed, multiple and variable ratio speed changers",84834070,1.0
"Grapefruit, fresh or dried, if entered during the period November 1 through the following July 31, inclusive",8054080,0.9116945266723633
Missing description,70200060,0.3560498356819153
"Uncoated bibulous paper, weighing 150 g/m2 or less, in rolls or sheets, nesi",48043160,0.8446836471557617
Missing description,70200060,0.3560498356819153
Other,9030000,0.3508177697658539
Essential oils of orris,33012920,1.0000001192092896
1/ Other.......................... 1/ 64.5% (MX),99040408,0.5152897834777832
Mercury,28054000,1.0
1/ Valued not over 28.3¢/kg....... 1/ 23.9¢/kg (MX),99129542,0.5618396401405334
"Gloves, mittens and mitts, not ski, not knitted or crocheted, of cotton, not impregnated/coated with plastics/rubber, with fourchettes",61169288,0.889011561870575
Other,9030000,0.3508177697658539
"Combined refrigerator-freezers, fitted with separate external doors, electric or other",84181000,1.0000001192092896
"Motor vehicles for transporting persons, golf carts and similar vehicles",87031050,0.8596259355545044
Products described in additional U.S. note 3 to section VI,99990051,0.6578693389892578
Missing description,70200060,0.3560498356819153
Missing description,70200060,0.3560498356819153
"Articulated link chain of iron or steel, other than roller chain",73151200,0.9544088840484619
"Almonds, shelled, fresh or dried",8021200,0.9890426993370056
Drugs,30069200,0.5139983892440796
"Projection lenses, mounted, and parts and accessories therefor, for cameras, projectors or photographic enlargers or reducers",90021140,1.0
Other,9030000,0.3508177697658539
1/ Other............................... 1/ Free (MX),99130445,0.2976095676422119
